Column1;areal;befolkning;beskrivelse;besteget;dato;hoyde2;hoyde;kommunenavn;kommunenr;lat;lng;topp;length;dateandtime;tottime;stop_time;walk_time;pause_faktor;avg_speed;elediff;climbing;steepness;climbingrate;kupert_faktor;topptur_faktor;Walk;Ski;Cycle;startPointLat;startPointLon;endPointLat;endPointLon;closestPoint;Dublicate;crc32_hash
202;1109.03;3164;Pinsehelga ble benyttet til kommunetoppsamling. Turen gikk til Sør-Aurdal. DNT-hytta Storekrak var booket som overnattingsplass. Bilen ble parkert ved Bogbrua over Aurdøla. Når vi kom opp var hovedhytta stengt for renovering, så det ble noe hektisk telefonvirksomhet når det en periode virket som om det skulle komme 4 personer ekstra til hytta. Det var heldigvis falsk alarm, og de 4 sengeplassene i Veslekrak gikk greit å dele på 5 personer. Det ble to turer til Ørneflag. Først en kveldsjoggetur i solnedgang, og etter en god natts søvn ble det en heldags familietur. På joggeturen ble det raskeste vei opp og ned, mens vi på gåturen fortsatte over toppen og gikk under Ørneflag-skrenten tilbake. Godt merket og lett å følge sti det meste av veien opp. Kvelden på hytta ble brukt til å lese om bjørnehistoriene i Vassfaret.;SANN;04.06.2022;1242.8;1243.0;Sør-Aurdal;540;60.48418901;9.68426696;Ørneflag;16.12;2022-06-04 12:12:24;1 day, 22:22:08;1 day, 18:30:28;3:51:40;91.7;4.18;763.6;763.4;94.7;6.6;1.0;61.4;16121.4;0.0;0.0;60.533481;9.702034;60.533461;9.702064;16.563201809532856;USANN;400724986.0
350;1636.61;1989;;USANN;;1663.1;1663.0;Sørfold;1845;67.26205559;16.32995727;Ålmajalorøysa (på grensa);;;;;;;;;;;;;;;;;;;;;;;
362;742.14;3212;;USANN;;1579.9;1580.0;Sør-Fron;519;61.84645452;10.04338141;Blåkollen;;;;;;;;;;;;;;;;;;;;;;;
238;516.74;7831;Dette var dagens andre topp etter først å ha vært på Stange sin kommunetopp. Granberget var en enkel sykkeltopp. Bilen ble parkert på en P-plass nær Odal verk, og så var det relativt jevn stigning oppover og nordover på skogsbilveier mot Granberget. En hydraulisk svikt i dempegaffelen på setet gjorde at sykkelturen ikke ble maksimalt effektiv, men opp kom man seg. Ved Granbergsetra nær toppen var det utsikt vestover, men selve toppunktet var godt gjemt inne i skogen uten tegn til å være særlig mye besøkt. Det var allikevel satt opp et skilt på en trestamme som viste at man hadde kommet til riktig sted. Tilbaketuren til bilen gikk kjapt med sykkel. ;SANN;05.08.2024;526.5;526.0;Sør-Odal;419;60.3029395;11.87097253;Granberget;16.49;2024-08-05 17:17:54;1:02:16;0:04:39;0:57:37;7.5;17.18;319.4;328.8;39.9;11.4;1.03;59.5;170.8;0.0;16322.5;60.251046;11.860707;60.251024;11.860631;6.5377050887926655;USANN;1626597573.0
415;362.95;3371;;USANN;;1381.0;1380.0;Sørreisa;1925;68.99544913;18.22691647;Hjerttinden;;;;;;;;;;;;;;;;;;;;;;;
125;206.61;15686;Vårtur til Romerike for å bestige kommunetoppene i Sørum og Skedsmo. Parkerte ved skytebanen i XXX og hele familien gikk mot Bjørnholen. Der ble det slått basecamp, mens jeg fortsatte alene til Kohinor-hytta. På tilbaketuren fra Bjørnholen ble det valgt en litt annen rute for å få litt variasjon. ;SANN;19.04.2020;347.4;347.0;Sørum;226;59.98882086;11.1670643;Bjørnholen;7.71;2020-04-19 09:36:34;3:43:39;0:59:34;2:44:05;26.6;2.82;168.3;222.3;57.6;2.7;1.32;48.8;7713.2;0.0;0.0;60.006478;11.180316;60.006395;11.180263;3.776372056717003;USANN;2638667486.0
272;3967.39;9826;;USANN;;497.1;497.0;Sør-Varanger;2030;69.9447334;29.45886288;Garanachohkka;;;;;;;;;;;;;;;;;;;;;;;
259;4049.71;2897;;USANN;;1066.8;1067.0;Tana;2025;69.99784536;26.26517799;Rasttigaisa;;;;;;;;;;;;;;;;;;;;;;;
100;183.67;16450;Klok av skade fra tidligere startpunkter stoppet vi der det var en lengst sammenhengende sti til toppen, samt at det også ble mindre kjøring enn å dra dit rapportene hevdet var kortest og raskest. Vi spiste formiddagsmat i øs-pøs regnvær før vi startet og håpet at været skulle bli bedre. Første halvannen kilometer gikk langs en fjellvei, faktisk stedvis asfaltert. Eneste hindringer på veien var et par grinder som måtte åpnes og lukkes, i tillegg til noen sauer. Siste 500 meterne gikk i dyretråkk, men fortsatt lett gåing. På toppen var det varde og toppturbok. Kommunetoppen til Hå kommune ble funnet på øyemål nede ved et steingjerde. På vei tilbake fulgte vi offisiell sti fra toppen og tilbake til fjellveien. Den var litt lengre, og ikke noe spesielt enklere å gå enn korteste vei, ihvertfall ikke med tørre forhold. Litt vind og høye skyer, men god utsikt i alle retninger. På toppen svevde en hvithalet ørn under oss.;SANN;24.07.2018;430.2;430.0;Time;1121;58.62641854;5.887825481;Brusaknuden;5.77;2018-07-24 10:55:09;2:06:34;0:30:02;1:36:32;23.7;3.58;192.3;222.1;77.0;4.6;1.15;43.8;5767.5;0.0;0.0;58.644583;5.873269;58.644706;5.873241;2.7272828853859643;USANN;3018062011.0
309;336.92;3065;;USANN;;1175.5;1175.0;Tingvoll;1560;62.80347376;8.43394303;Smisetnebba vest (på grensa);;;;;;;;;;;;;;;;;;;;;;;
88;2044.94;6037;Dette var første ordentlig topptur med ski på aldri så lenge. Turen gikk mot Gaustatoppen, og bilen ble parkert på skiltet skiparkering nær avkjøringen til Kvitåvatnvegen. Været var upåklagelig fra start av, ikke en sky på himmelen så langt øye kunne se, og det er vel sånn cirka 1/6 del av Norge når man står på toppen av Gaustatoppen. Labbet oppover fra parkeringplassen, og det samme gjorde en lang rekke andre toppturentusiaster. Etter å ha gått i tog opp til ryggen av Gaustatoppmassivet, skar vi ut av rekken og trasket sørover mot høyeste punktet i Hjartdal, en sted som definitivt ikke var like populært som Gaustatoppen. Etter å ha besøkt Hjartdal ganske så alene, satte vi kursen mot Gaustatoppen der alle andre var. På toppen var det fortsatt like fint vær og fantastisk utsikt denne dagen. Kulden kjentes godt i kjakene i motvinden tilbake fra selve topppunktet, men gjorde at snøen ned fra turisthytta var perfekt for de første telemarkssvingen på lang, lang tid.;SANN;18.03.2018;1882.9;1883.0;Tinn;826;59.8541972;8.649209957;Gaustatoppen;11.39;2018-03-17 08:45:14;4:35:31;1:28:05;3:07:26;32.0;3.65;908.9;1015.6;178.3;10.8;1.12;49.4;0.0;11392.1;0.0;59.868118;8.688859;59.868125;8.688877;0.8545708000275454;USANN;1667503658.0
217;318.17;1325;;SANN;06.07.2023;1094.7;1095.0;Tjeldsund;1852;68.58678552;16.36259371;Sætertinden;12.47;2023-07-06 08:12:06;4:01:31;0:43:37;3:17:54;18.1;3.78;1076.6;1071.8;171.9;10.8;1.0;98.6;12469.6;0.0;0.0;68.579903;16.48759;68.579709;16.488194;1.1034488628963601;SANN;4293140197.0
138;39.4;4738;Kommer snart;SANN;15.07.2020;80.5;78.0;Tjøme;723;59.14951066;10.40178791;Herkelås;2.09;2020-07-15 09:00:37;1:20:51;0:37:39;0:43:12;46.6;2.9;60.6;87.7;84.0;4.1;1.45;78.7;2086.9;0.0;0.0;59.150924;10.396501;59.150951;10.396616;3.0526489926573444;USANN;3599219076.0
173;984.48;2316;Startet påsketuren fra Hovden etter å bunkret opp med ekstra batterier til GPS'en på Coop Extra i sentrum. Som planlagt ble det slått opp telt ca halveis til Tjørnbrotbu. Dagen etter ble det lagt på et nytt lag med klister, og turen gikk videre mot DNT hytta i sneglefart. Vel framme ved hytta ble ovnen fyrt opp og våte kjeledresser hengt til tørk, mens jeg strammet fjellskisko litt ekstra og satt kurs innover dalen mot Kvennefjellet . Etter 3 km med medvind og sugeføre, var det klart for toppstøtet i tåke og mye vind. Enkelte blaff av bedre sikt kom fra tid til annen, men ikke alltid like enkelt å vite hva som var opp og ned, bratt eller bare passe oppoverbakke. Mye tid ble brukt for å sjekke kursen på GPS'en og titte på høydekurver. Kom opp tilslutt, og enten var terrenget snillere en fantasien ville ha det til, eller så er jeg glad for alt jeg ikke vet. Tilbake ble skisporet fulgt så nøyaktig som mulig, tråkket også sidelengs i enkelte partier for å slippe å havne utenfor en skavl. Vått og motvind i dalen tilbake til Tjørbrotbu, men på hytta var det varmt påskegodt, middag og yatzy.;SANN;29.03.2021;1537.5;1537.0;Tokke;833;59.54385334;7.58806768;Kvannfjølli;57.06;2021-03-28 13:54:32;3 days, 22:27:09;3 days, 9:29:16;12:57:53;86.3;4.4;761.9;2280.3;79.9;5.9;2.99;49.2;0.0;57064.5;0.0;59.566293;7.368665;59.446982;7.429023;5.478950939791167;SANN;641591441.0
282;1122.6;1684;;USANN;;1604.4;1604.0;Tolga;436;62.15934739;11.35847965;Elgspiggen;;;;;;;;;;;;;;;;;;;;;;;
222;2004.16;911;Kommer snart!;SANN;10.07.2023;968.0;964.0;Torsken;1928;69.20636;17.14663;Kvænan;6.94;2023-07-10 14:01:41;2:49:14;0:26:59;2:22:15;15.9;2.93;950.4;1013.0;292.0;14.2;1.07;98.9;6938.0;0.0;0.0;69.228231;17.128783;69.228228;17.128725;5.704852606560585;USANN;1414491338.0
221;523.8;1538;Kommer snart!;SANN;10.07.2023;898.6;898.0;Tranøy;1927;69.29948319;17.40367391;Tredjefjellet;7.79;2023-07-10 09:25:31;4:00:19;1:13:47;2:46:32;30.7;2.8;619.4;683.4;175.6;8.2;1.1;67.1;7785.3;0.0;0.0;69.297855;17.331579;69.297868;17.331643;2.349495380175029;USANN;2778538174.0
416;2520.11;68239;;USANN;;1830.0;1834.0;Tromsø;1902;69.46920959;19.87874758;Jiehkkevárri;;;;;;;;;;;;;;;;;;;;;;;
5;342.3;173486;Parkerte bilen ved skistua, og resten av turen gikk av seg selv... Det var bare å følge strømmen av mennesker for å komme seg opp på toppen, for DNT arrangerte Topp 7 denne søndagen. Stien oppover til Storheia var flere steder veldig gjørmete. Har vel egentlig vært på Storheia tidligere, men nå er den GPS logget..;SANN;29.05.2011;565.6;565.0;Trondheim;1601;63.40216712;10.20096597;Storheia;8.95;2011-05-29 09:34:33;1:38:28;0:03:34;1:34:54;3.6;5.66;191.7;454.7;101.6;9.6;2.37;34.2;8946.2;0.0;0.0;63.418334961;10.26441288;63.418270111;10.264088631;6.23979157467301;USANN;1222932011.0
283;3014.41;6754;;USANN;;1209.1;1209.0;Trysil;428;61.61972713;11.96712468;Tverrfjellet;;;;;;;;;;;;;;;;;;;;;;;
351;16.32;490;;USANN;;336.7;338.0;Træna;1835;66.51180508;12.04761669;Trænstaven;;;;;;;;;;;;;;;;;;;;;;;
67;204.45;5142;Langs Måstadveien, like ved Måstad, var det skiltet starten av en sti med Jeger- og Fiskeforeningsskilt og en tavle med et falmet orienteringskart. Det var ingen typisk parkeringsplass der, men vi fikk satt fra oss bilen ved veien ikke så langt unna. Stien gikk oppover åsen under kraftlinja så den var lett å følge. Når vi begynte å nærme oss målet, men stien ikke gikk i samme retning som GPS'en pekte, tok vi strake veien. På toppen var det en blå postkasse med turbok, og informasjon om at vi var på det tredje høyeste punktet i Østfold. På vei tilbake fulgte vi sti hele veien. Når vi gikk forbi Vikåstjernet så vi et skilt som pekte mot toppen der det var skrevet Fela. Like før vi kom tilbake til bilen traff vi en liten fyr som hoppet fra stein til stein, så vi slo følge med ham tilbake til bilen.;SANN;24.09.2014;330.9;332.0;Trøgstad;122;59.70821926;11.35730009;Topp nord for Skreddertjern;4.4;2014-09-24 13:25:01;0:58:38;0:05:54;0:52:44;10.1;5.01;198.0;258.1;117.2;9.8;1.3;59.2;4404.4;0.0;0.0;59.7136046458;11.3313023653;59.7137084138;11.3314260822;6.149315978094376;USANN;2091480775.0
252;217.9;5969;Kommer snart!;SANN;27.09.2025;261.5;260.0;Tvedestrand;914;58.61394279;8.77497426;Ansmyrheia;2.24;2025-09-27 10:33:47;0:54:04;0:12:25;0:41:39;23.0;3.23;81.6;83.0;74.1;4.0;1.02;30.9;2239.7;0.0;0.0;58.607205;8.78346;58.607193;8.78343;1.6339247300771544;USANN;2924081464.0
63;1329.21;868;Det hadde vært en uke med strålende vær i Trondheim og omegn, men værmeldingen Truet med mørke skyer på lørdag. For å ikke ta noen sjanser ble det tatt en dag fri fra jobb for å komme seg på tur og opp på Storsylen. Vi kjørte til Nedalshytta på torsdagskvelden og overnattet der. Fredagsmorgen startet vi på turen til toppen. Stien fram til Syltjønna er lettgått og den er plankelagt de fleste steder der det kan være vått og gjørmete. Ved Syltjønna satt vi opp base camp, slik at vi kunne gjøre individuelle toppstøt med lett oppakning. Det var en populær dag å dra på tur på, og mange folk oppover den forholdsvis bratte steinrøysa mot toppen. Til og med Vegard Ulvang med familie hadde Storsylen som turmål denne dagen. Tilbake på Nedalshytte ble det bad i bekken, og elgkarbonader til middag.;SANN;26.07.2013;1763.6;1762.0;Tydal;1665;63.0202057;12.19894071;Storsylen;22.01;2013-07-26 06:13:03;7:27:25;2:37:44;4:49:41;35.3;4.56;982.0;1345.3;122.3;9.3;1.37;55.7;22007.7;0.0;0.0;62.9785958212;12.1021672245;62.9784953222;12.1023094654;0.22653792407182907;USANN;4134715549.0
142;1880.5;5495;Å kjøre rett opp på toppen er litt for enkelt, så bilen ble parkert nederst på parkeringsplassen som ligger i bunnen av Tronfjellvegen. Sykkelen ble hektet av sykkelfestet, og den lange oppoverbakken mot toppen kunne starte. Mangt kan sikkert om hva man tenker og føler mens man tråkker seg oppover den veien som brødrene Gjermundshaug bygde for flerfoldige tiår siden, men at man bruker mye hjernekapasitet for å finne retningen er ikke en del av denne tankevirksomheten. Enkelte Teslaer og andre biler snek seg forbi oppover, de hyggeligste kunne også finne på å gi tommel opp når de passerte. Alvdalsværet viste seg fra en god side, med medvind opp og solgløtt på toppen. Både hovedtoppen og kommunetoppen til Tynset ble besteget. Deretter bar det utfor, og denne gangen var det bilene som måtte trekke seg til side og slippe forbi en hissig syklist. Helskinnet nede ble det tid for et besøk på Aukrustsenteret.;SANN;19.07.2020;1653.4;1653.0;Tynset;437;62.17302435;10.70729586;Tylldalstoppen (på grensa);23.49;2020-07-19 09:05:59;2:06:16;0:11:34;1:54:42;9.2;12.29;1156.7;1193.4;101.6;20.8;1.03;70.1;0.0;0.0;23489.3;62.130459;10.626691;62.130389;10.627319;2.3581630767032165;USANN;1296487705.0
352;1464.03;2002;;USANN;;1520.0;1520.0;Tysfjord;1850;67.98293044;16.85506529;Bjørntoppen;;;;;;;;;;;;;;;;;;;;;;;
188;255.22;2756;Parkerte på stor parkeringsplass i enden av veien opp til Myrdal, godt merket til Tysnessåte fra hovedveien. Den var mer en bred nok for enn bobil, noe våre utsendte speidere rapporterte ned om etter å ha prøvekjørt veien. Turen opp til toppen var beskrevet som halvbratt, før det ble bratt for alvor, og deretter halvbratt igjen. Denne beskrivelsen var godt dekkende, og hvis man i tillegg legger til at det var noe steinete i starten, og mer lettgått på toppen, har vel det viktigste blitt sagt. Det var ingen tvil om hvilken vei man skulle gå for å komme seg opp på toppen. Turen var et populært turmål denne lørdagen på generelt grunnlag, og eget turfølge var også stort. Litt vind på vei opp. Det stoppet ikke de tøffeste fra å gå i shorts hele veien, mens flertallet valgte bukser. Utsikten var det ingen ting å si noe på, dagens skyer lå langt over fjellene. Et par solstråler ble det også på toppen. Prikken over i-en var avslutning med pizza med geitost på Myrdal gård 300 meter fra P-plass. Summa summarum: En tilnærmet perfekt kommunetopptur med en ordentlig topp med utsikt, varde og bok, veldig godt selskap og avslutning med lokal mat. R,S og A, MogM +H var med på turen.;SANN;31.07.2021;752.2;752.0;Tysnes;1223;60.02643599;5.61501212;Tysnessåta;3.18;2021-07-31 10:55:53;3:23:45;2:21:45;1:02:00;69.6;3.07;520.4;511.9;322.3;16.5;0.98;69.8;3176.4;0.0;0.0;60.032694;5.61941;60.032809;5.619275;23.530862777826496;USANN;227801613.0
196;425.5;10191;Etter å ha vært på Utsira, kjørte vi videre til Tysvær. Planen var å overnatte på utfartsparkeringen, men der var det store camping forbudt skilt, og små skilt med 150 kr for overnatting, så vi kjørte videre til Sandvik camping. Planen var å stikke avgårde til toppen tidlig dagen etter, men været var fint, og lysten til å stå opp tidlig neste morgen var lav. Derfor ble det kveldstur til Lammanuten. Benyttet sykkelen fra campingen, forbi utfartsparkeringen, og opp til enden av grusveien. Derifra var det beina videre. Det var merket sti opp, og bygget noen meget lange og rette klopper over myrområdene på vei oppover. Sola hadde gått ned under horisonten før jeg var ved den første varden på luretoppen, og enda litt lengre ned når jeg var på selve toppen. Stor varde og postkasse på toppen. På vei ned ble det enda mørkere, og med unntak av over kloppene der jeg gav full fart, tok jeg det rolig ned for å unngå mulige overtråkk, fall eller det som verre er. Det var relativt mørkt når jeg rullet inn på campingen litt etter 23:30.;SANN;03.08.2021;630.8;631.0;Tysvær;1146;59.38389007;5.72752282;Lammanuten;13.06;2021-08-03 19:23:17;2:15:58;0:14:19;2:01:39;10.5;6.44;619.8;631.2;96.7;10.4;1.02;98.9;7635.3;0.0;5426.1;59.356528;5.658881;59.356666;5.658843;2.3497878345550554;USANN;1478943194.0
135;106.63;39758;Kommer snart;SANN;14.07.2020;145.2;144.0;Tønsberg;704;59.34580683;10.35777073;Undrumsås;2.98;2020-07-14 08:12:36;1:46:02;0:50:01;0:56:01;47.2;3.19;90.0;88.9;59.8;3.2;0.99;85.1;2975.6;0.0;0.0;59.350353;10.366749;59.35037;10.366849;1.88332037174845;USANN;2011153253.0
121;252.46;30081;På vei til vinterferie i Sverige ble det tid til en liten stopp i Ullensaker for å få med seg et punkt sør på Hasleråsen som er Ullensaker sitt høyeste punkt. Bilen ble kjørt så langt innover en sidevei til Kopperudvegen som vi turde. Det ble tilslutt stopp på grunn av speilblank is i vegen. Derifra ble det å ta beina fatt på en grusvei, delvis dekket med is og ekstra glatt av pågående regnvær. Forventningene til turen var på forhånd lave, så det ble en stor bonus med skiltet sti fram til toppen, framfor baksing gjennom kratt og leting etter topppunktet mellom trestammer. På en diger rotvelt var det markert med Kopperudtoppen 313.263 meter. Rotet deretter litt rundt på området for å gå innom alle tuer som kunne tenkes å være litt høyere, før jeg gikk samme vei tilbake og traff baktroppen som hadde kommet et godt stykke på vei.;SANN;16.02.2020;313.1;313.0;Ullensaker;235;60.235483;11.2474119;Kopperudtoppen;3.23;2020-02-16 09:58:15;0:49:35;0:10:50;0:38:45;21.8;4.99;55.3;73.5;45.6;3.8;1.33;17.7;3225.7;0.0;0.0;60.222939;11.251504;60.222928;11.251406;2.852626142749815;USANN;2849076499.0
298;1398.85;3405;;USANN;;1689.8;1690.0;Ullensvang;1231;60.19311625;7.069110152;Hårteigen;;;;;;;;;;;;;;;;;;;;;;;
58;97.41;7751;Turen til Blåtind og Kongsvollen startet fra Ytre Haddal. Kjørte opp en liten vei på sørsiden av skolen, og fant etterhvert en liten parkeringsplass der det var et lite skilt til Blåtinden. På vei oppover fikk vi følge av en haug med fluer. Vi gikk først til Blåtinden, deretter gikk vi over til Kongsvollen. Lunchen ble spist i en levegg på Blåtinden. På Kongsvollen ble det bare en kort stopp for vinden hadde økt på. Utsikten på begge toppene var upåklagelig. Det var også turbok på begge steder.;SANN;28.06.2013;697.5;697.0;Ulstein;1516;62.27407472;5.911915566;Blåtinden;8.98;2013-06-28 08:41:43;4:33:09;1:39:58;2:53:11;36.6;3.11;620.5;841.1;187.4;9.7;1.36;88.7;8978.1;0.0;0.0;62.2845916729;5.8831280842;62.2846008092;5.8831377234;3.6723211184466042;SANN;3858836223.0
211;720.77;1118;Startet dagen med en god frokost på Finsehytta med utsikt til blå himmel og en vimpel som hang rett ned. De nye fjellskiene fikk et lag med blå ekstra, og så startet turen over Finsevannet. Det er kvistet løype opp på toppen, og vi var ikke de eneste som hadde Hardangerjøkulen som mål på palmesøndag. Etter en rask rådslagning etter å ha krysset vannet ble det bestemt at jeg og S skulle være forpatrulje opp til toppen. R og S skulle danne baktroppen. Forpatruljen gikk relativt effektivt opp til toppen, kun avbrutt av en kvikklunchpause og en litt lengre matpause ved hytta på toppen. Ulvik sin kommunetopp var grei å finne. Eidfjord sin topp ville være relativt umulig uten GPS-koordinater. Snøforholdene nedover var vanskelige. Det ble noen knall og fall på S, og humøret var ikke helt på topp, men ned kom vi. Ved Appelsinhytta fant vi baktroppen. R gjorde deretter hele Hardangerjøkul-runden, mens resten lekte en stund i snøen, før vi skled tilbake til Finsehytta. Der spiste vi hjortegryte og la oss i senga gode og slitne.;SANN;02.04.2023;1861.0;1863.0;Ulvik;1233;60.54908976;7.45242683;Hardangerjøkulen;17.64;2023-04-02 07:35:55;6:20:13;2:47:16;3:32:57;44.0;4.97;687.0;727.6;82.5;6.8;1.06;35.6;0.0;17641.3;0.0;60.598175;7.506174;60.598129;7.505846;2.9133399387179515;SANN;2379840884.0
195;6.29;216;Utsira fyr er ikke bare kommunetoppen til Utsira, det er også det fyret som har fyrlykten høyest over vannflaten i Norge. Å komme seg opp til kommunetoppen er lite fysisk krevende, men desto mer logistikk. Bobilen ble parkert på fergeleiet i Haugesund, og syklene ble tatt med på ferga over til Utsira på 08:00-ferga. Ferga var forhåndsbestilt dagen før, men det var god plass. Litt sjø på vei over, så noen valgte å sitte ute. Etter at ferga hadde lagt til land, satt vi oss på syklene og tok direkte sikte på fyret. De siste meterne opp til toppen som ligger noen meter bortenfor selve fyret, var det anlagt trapper. Altså en kommunetopp med meget lett tilkomst. Etter bestigning av kommunetoppen gikk vi en runde rundt på vestsiden av øya, deretter spiste vi vafler på fyrkafeen og fikk omvisning i fyrlykta. Det var fortsatt litt tid til 17:45 ferga tilbake til fastlandet gikk, så det ble også tid til is og baguett på Joker. Vinden hadde roet seg på vei tilbake, men været var fortsatt bra, så alle ble sittende ute ;SANN;03.08.2021;70.7;68.0;Utsira;1151;59.30716326;4.871295658;Utsira fyr;2.0;2021-08-03 07:39:51;0:56:03;0:40:10;0:15:53;71.7;7.56;73.4;73.0;72.9;9.2;0.99;99.5;362.5;0.0;1639.8;59.311902;4.884987;59.306824;4.871661;2.1821273865550728;USANN;1686987368.0
273;1258.01;6095;;USANN;;633.8;633.0;Vadsø;2003;70.36359073;29.66781613;Øst for Skipskjølen;;;;;;;;;;;;;;;;;;;;;;;
299;715.65;4153;;USANN;;1264.0;1264.0;Vaksdal;1251;60.85020414;6.10409488;Skjervasshovden;;;;;;;;;;;;;;;;;;;;;;;
253;1264.86;1284;;USANN;;1433.4;1434.0;Valle;940;59.16372623;7.15756534;Urdalsnuten;;;;;;;;;;;;;;;;;;;;;;;
241;1505.45;1591;Det var særdeles lite snø på Beitostølen påsken 2025, så Valdresflya var eneste plass for skigåingen for nær hele Østlandet, ihvertfall virket det sånn. NRK hadde reportasjer om trafikkkaos på Valdresflya. Sammen med gjengen som vi var på Grønland med, fulgte vi sporene til alle andre som skulle til Rasletind denne dagen. Det var felles marsj i starten, men etter den siste bratte motbakken tok jeg av mot Vestre Kalvehøgde, mens resten svingte av mot Rasletind. Jeg fulgte ferdig oppgåtte skispor hele veien, og gikk innom Østre Kalvehøgda på vei bortover. På kommunetoppen til Vang, Vestre Kalvehøgda, var det tre andre personer som satt og hadde lunchen sin. På vei tilbake tok jeg et litt lavere spor forbi Østre Kalvehøgda. Gikk innom toppen på Rasletind der det fortsatt var omtrent fullt av mennesker når jeg kom opp. Austre Rasletind var det langt mindre mennesker på, og det var steinete så måtte ta av skiene de siste hundre meterne for å unngå riper i sålen. Fra Austre Rasletind gikk jeg den nordre ruten tilbake til bilen. I den siste nedoverbakken møtte jeg resten av gjengen igjen, og fikk følge med de over det siste slake partiet over flya.;SANN;14.04.2025;2207.5;2208.0;Vang;545;61.39268782;8.62085435;Vestre Kalvehøgde;27.19;2025-04-14 08:38:03;7:02:08;2:05:05;4:57:03;29.6;5.49;841.4;1205.2;88.7;8.1;1.43;38.0;0.0;27186.9;0.0;61.3892;8.811274;61.389439;8.81029;4.804958582046749;USANN;958864719.0
233;385.23;3417;Parkerte bilen på fint opparbeidet parkeringsplass med ferist og gjerder rundt nær Refssstølen (bomvei 30 kr). Stien gikk mellom hyttene før det etterhvert gikk bratt oppover lia. Med flått-plukking fra Reksta friskt i minne, virket den første delen av turen som ideelt angrepsområde for de små insektene, men ingen ble funnet på slutten av turen. Stien oppover var merket med blå maling og enkelte stolper, men ellers ikke allverdens benyttet. Med litt dårlig forarbeid, og tåke på toppene endte jeg opp på Sandfjelltua istedet for Litleblæja når jeg sjekket mobilkartet første gang. Det var i grunn ganske greit, da ble det en fin rundtur rundt Blæjavatnet. Det gikk bratt oppover fra Olavskjelden til Sandvolltua, deretter følges ryggen rundt til man er på Litleblæja. På veien er det opp og ned på de andre toppene. Den største motbakken er naturligvis opp til Blæja. Skyene kom og gikk, det var aldri god utsikt, men det var ikke før jeg var nede fra ryggen at det ble såpass tett tåke at det var vanskelig å se stimerkene. Stien var generelt lite benyttet, og ned fra Litleblæja måtte jeg opp med mobilen et par ganger for å se hvor jeg skulle gå for å komme tilbake til stien. Etter turen var det tilbake til Måløy for mat, og overnatting på Kråkenes fyr. ;SANN;16.07.2024;1143.4;1142.0;Vanylven;1511;62.03349158;5.7855013;Blæja;10.83;2024-07-16 09:55:40;3:56:54;0:49:20;3:07:34;20.8;3.46;867.0;1297.4;239.6;13.8;1.5;76.1;10831.9;0.0;0.0;62.056419;5.747713;62.056426;5.747826;2.1700943678335585;USANN;3045269666.0
274;600.47;2111;;USANN;;492.4;493.0;Vardø;2002;70.29657194;30.07482976;Grythaugen (på grensa);;;;;;;;;;;;;;;;;;;;;;;
353;1928.73;13307;;USANN;;1556.4;1559.0;Vefsn;1824;65.77622366;13.75327411;Geittinden;;;;;;;;;;;;;;;;;;;;;;;
354;163.33;1270;;USANN;;800.6;794.0;Vega;1815;65.62651801;11.81283279;Trollvasstinden;;;;;;;;;;;;;;;;;;;;;;;
254;355.65;1922;Kommer snart!;SANN;27.09.2025;525.1;524.0;Vegårshei;912;58.70354568;8.65809157;Hovdefjell;4.51;2025-09-27 12:01:22;1:19:16;0:09:48;1:09:28;12.4;3.89;256.4;257.4;114.2;7.4;1.0;48.5;4508.3;0.0;0.0;58.689888;8.66449;58.689891;8.664489;2.755811996977477;USANN;3132807246.0
427;384.48;13334;;USANN;;500.4;502.0;Vennesla;1014;58.42850009;7.67493158;Oksla;;;;;;;;;;;;;;;;;;;;;;;
322;1547.73;14334;;USANN;;1090.0;1090.0;Verdal;1721;63.95741927;12.42909257;Løysmundhatten sør;;;;;;;;;;;;;;;;;;;;;;;
323;601.56;2609;;USANN;;655.2;655.0;Verran;1724;64.03671779;10.98376576;Sandvassheia;;;;;;;;;;;;;;;;;;;;;;;
65;133.93;14708;Potensielt feil topp, endret 2018ish. Bilen ble parkert langs Hauerveien like øst for Søndre Rønjul ved starten av en liten kjerrevei som var sperret med piggtråd. Piggtråden var kun satt opp over kjerreveien, så det var lett å gå utenom den for å komme inn på stien som gikk sørover. Stien sørover var lett å følge, men når vi nærmet oss toppen tok vi av stien i et mer åpent område, og kom inn på en ny sti. Denne stien hadde faktisk et skilt som pekte til Utsikten. Utsikten var definitivt en skogstopp, så ikke så veldig mye annet enn trær og skog å se, men det var svaberg og et klart definert høyeste punkt.;SANN;24.09.2014;140.5;140.0;Vestby;211;59.57854232;10.69000156;Punkt i Høyåsen;2.45;2014-09-24 09:25:02;0:37:31;0:09:22;0:28:09;25.0;5.21;66.8;146.6;119.9;10.4;2.19;40.1;2445.6;0.0;0.0;59.583747508;10.6920243334;59.5840827841;10.6910193432;142.15683463338934;USANN;1676636516.0
310;352.14;6504;;USANN;;1434.2;1470.0;Vestnes;1535;62.48442294;7.23320015;Sandfjellet;;;;;;;;;;;;;;;;;;;;;;;
363;463.25;2217;;USANN;;1646.0;1645.0;Vestre Slidre;543;60.97480696;8.69740863;Blåkampen sør (på grensa);;;;;;;;;;;;;;;;;;;;;;;
